Elements;insertBT;deleteBT;findBT;findTP;equalBT;isBT;nanoSec;500;1000;5;20;ab
500;1100;18200;66000;54000;0;0
1500;1267;23267;89167;146667;100;100
2500;1280;25420;95100;239400;40;20
3500;1271;26686;102429;344500;43;114
4500;1278;28344;108500;502444;0;111
5500;1264;29445;110682;685409;55;100
6500;1462;30285;114154;869077;62;77
7500;1367;31693;117467;1020600;40;80
8500;1353;32071;120529;1151853;53;100
9500;1300;32100;120158;1228895;58;100
10500;1319;32905;123381;1371595;24;90
