Elements;insertBT;deleteBT;findBT;findTP;equalBT;isBT;milliSec;500;1000;5;20;ab
500;1;9;33;27;0;0
1500;2;35;134;220;0;0
2500;3;64;238;599;0;0
3500;4;93;359;1206;0;0
4500;6;128;488;2261;0;1
5500;7;162;609;3770;0;1
6500;10;197;742;5649;0;1
7500;10;238;881;7655;0;1
8500;12;273;1025;9791;0;1
9500;12;305;1142;11675;1;1
10500;14;346;1296;14402;0;1
