Elements;insertBT;deleteBT;findBT;findTP;equalBT;isBT;milliSec;500;1000;5;20;auf
500;1;9;36;27;2;0
1500;2;35;134;209;11;0
2500;3;63;238;551;30;0
3500;5;94;350;1190;65;0
4500;6;130;480;2065;100;0
5500;7;162;610;3703;167;0
6500;9;197;750;5535;409;0
7500;10;236;889;7584;596;1
8500;12;275;1037;9414;812;1
9500;13;312;1181;11446;1031;1
10500;14;343;1298;13924;1083;1
